id,frc,currentSpeed,freeFlowSpeed,currentTravelTime,freeFlowTravelTime,confidence,roadClosure,extraction_timestamp_utc
0f807ac3-4def-4c19-a6b4-12a8008e9b4a,FRC1,31,31,84,84,1,False,2025-08-18 14:45:44.765136+00:00
