id,frc,currentSpeed,freeFlowSpeed,currentTravelTime,freeFlowTravelTime,confidence,roadClosure,extraction_timestamp_utc
46cf6ff7-d667-4f06-aa34-b7b971d94a1a,FRC1,19,31,137,84,1,False,2025-08-18 14:01:01.326119+00:00
