frc,currentSpeed,freeFlowSpeed,currentTravelTime,freeFlowTravelTime,confidence,roadClosure,coordinates,extraction_timestamp_utc
FRC1,26,31,100,84,1,False,"{'coordinate': [{'latitude': 52.520871212165744, 'longitude': 13.415016046123355}, {'latitude': 52.52078802853156, 'longitude': 13.414926192121357}, {'latitude': 52.52071428006442, 'longitude': 13.414845725850853}, {'latitude': 52.52060967535273, 'longitude': 13.41471161540008}, {'latitude': 52.520531897431496, 'longitude': 13.414609691457514}, {'latitude': 52.52042994439371, 'longitude': 13.414447417812056}, {'latitude': 52.52040852351528, 'longitude': 13.414407184676833}, {'latitude': 52.52035752138175, 'longitude': 13.41432001288382}, {'latitude': 52.5203159545991, 'longitude': 13.414250275449433}, {'latitude': 52.520275713835886, 'longitude': 13.414181879119525}, {'latitude': 52.5202207333672, 'longitude': 13.414062520818362}, {'latitude': 52.52010271383566, 'longitude': 13.413837215261026}, {'latitude': 52.52006787914239, 'longitude': 13.413758090095087}, {'latitude': 52.52000351394099, 'longitude': 13.413617274121748}, {'latitude': 52.519980715784456, 'longitude': 13.413564971045957}, {'latitude': 52.51995924368433, 'longitude': 13.413518032388168}, {'latitude': 52.51994047471413, 'longitude': 13.413473775939423}, {'latitude': 52.519853311103404, 'longitude': 13.41327126915877}, {'latitude': 52.519819751282064, 'longitude': 13.413200190619875}, {'latitude': 52.519618595827815, 'longitude': 13.412686547593381}, {'latitude': 52.51953010549726, 'longitude': 13.412485381917207}, {'latitude': 52.5194884869286, 'longitude': 13.41241028006479}, {'latitude': 52.51943085330639, 'longitude': 13.412356635884493}, {'latitude': 52.519382553212566, 'longitude': 13.412250688628347}, {'latitude': 52.51894132149177, 'longitude': 13.411285093382759}, {'latitude': 52.51887833174465, 'longitude': 13.411144277409477}, {'latitude': 52.51883135714573, 'longitude': 13.411043694571362}, {'latitude': 52.5187281250602, 'longitude': 13.410829117850142}, {'latitude': 52.518624841727934, 'longitude': 13.410613200024358}, {'latitude': 52.51823057768892, 'longitude': 13.409791102961123}, {'latitude': 52.51820910473346, 'longitude': 13.409745505407841}, {'latitude': 52.51756669637864, 'longitude': 13.408405742004618}, {'latitude': 52.51753048252754, 'longitude': 13.408327957943158}, {'latitude': 52.51749161636121, 'longitude': 13.408248832777218}, {'latitude': 52.51737629279651, 'longitude': 13.40837891991444}, {'latitude': 52.517263621228466, 'longitude': 13.408502301529154}, {'latitude': 52.51701415137315, 'longitude': 13.40875442917664}, {'latitude': 52.51697793706665, 'longitude': 13.408770522430729}, {'latitude': 52.5168961742339, 'longitude': 13.408782592371296}, {'latitude': 52.51679018326104, 'longitude': 13.408750405863117}, {'latitude': 52.51667082834644, 'longitude': 13.408635070875448}, {'latitude': 52.516481747055316, 'longitude': 13.408419153049692}]}",2025-08-18 12:00:12.618392+00:00
