id,frc,currentSpeed,freeFlowSpeed,currentTravelTime,freeFlowTravelTime,confidence,roadClosure,extraction_timestamp_utc
7098a0d0-955d-4ca0-bcc0-27ced2f7726b,FRC1,17,30,153,86,1,False,2025-08-18 13:55:58.873721+00:00
