city_name,city_id,lon,lat,temperature,feels_like,temp_min,temp_max,pressure,humidity,sea_level,grnd_level,weather_id,weather_main,weather_description,weather_icon,wind_speed,wind_deg,wind_gust,clouds_all,visibility,country,sunrise_utc,sunset_utc,data_received_timestamp_utc,extraction_timestamp_utc
Berlin,2950159,13.4105,52.5244,10.4,9.58,8.88,11.1,1000,80,1000,995,801,Clouds,few clouds,02n,9.83,240,14.75,20,10000,DE,2025-10-04 05:12:30+00:00,2025-10-04 16:37:25+00:00,2025-10-04 20:40:05+00:00,2025-10-04 20:46:01.305803+00:00
