city_name,city_id,lon,lat,temperature,feels_like,temp_min,temp_max,pressure,humidity,sea_level,grnd_level,weather_id,weather_main,weather_description,weather_icon,wind_speed,wind_deg,wind_gust,clouds_all,visibility,country,sunrise_utc,sunset_utc,data_received_timestamp_utc,extraction_timestamp_utc
Berlin,2950159,13.4105,52.5244,18.42,18.64,17.68,19.45,1015,89,1015,1010,804,Clouds,overcast clouds,04d,4.47,243,8.49,100,10000,DE,2025-08-04 03:30:52+00:00,2025-08-04 18:53:59+00:00,2025-08-04 10:02:17+00:00,2025-08-04 10:07:48.174219+00:00
